body_text,body_len,punct%
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,81,4.9
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,85,2.4
Remember on that day..,19,10.5
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,51,7.8
I dont have that much image in class.,30,3.3000000000000003
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,63,4.8
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",127,4.7
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,143,4.9
Whats the staff name who is taking class for us?,39,2.6
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",125,8.799999999999999
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",94,4.3
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,131,3.1
U know we watchin at lido?,21,4.8
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",90,5.6000000000000005
Have you had a good day? Mine was really busy are you up to much tomorrow night?,64,3.1
Did you show him and wot did he say or could u not c him 4 dust?,48,2.1
Is ur lecture over?,16,6.2
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,132,3.0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",123,8.9
I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,100,1.0
Early bird! Any purchases yet?,26,7.7
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,68,1.5
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",132,6.800000000000001
Yeah my usual guy's out of town but there're definitely people around I know,63,3.2
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,114,3.5000000000000004
"Probably gonna be here for a while, see you later tonight &lt;)",52,7.7
So how many days since then?,23,4.3
When should I come over?,20,5.0
"Just looked it up and addie goes back Monday, sucks to be her",49,2.0
We can go 4 e normal pilates after our intro...  ,38,7.9
Dear i am not denying your words please,32,0.0
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",256,5.5
Ok no prob... I'll come after lunch then...,36,19.400000000000002
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,77,10.4
Ya very nice. . .be ready on thursday,30,10.0
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",50,12.0
"Haha awesome, omw back now then",26,3.8
Oops i thk i dun haf enuff... I go check then tell ü..,42,11.899999999999999
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,70,2.9000000000000004
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,99,7.1
Den wat will e schedule b lk on sun?,28,3.5999999999999996
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,59,27.1
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,47,17.0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,116,7.8
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,119,2.5
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",134,9.0
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,84,2.4
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",104,14.399999999999999
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",152,4.6
"Haha, just what I was thinkin",24,4.2
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,76,6.6000000000000005
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",84,17.9
Oops. 4 got that bit.,17,11.799999999999999
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",136,3.6999999999999997
Thats cool. i liked your photos. You are very sexy!,42,7.1
Leave it. U will always be ignorant.,30,6.7
Ooooooh I forgot to tell u I can get on yoville on my phone,46,0.0
"Sorry, I'll call you  later. I am in meeting sir.",39,10.299999999999999
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,105,2.9000000000000004
Are you coming to day for class.,26,3.8
I.ll hand her my phone to chat wit u,28,3.5999999999999996
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,114,7.000000000000001
I'll talk to the others and probably just come early tomorrow then,55,1.7999999999999998
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,94,7.3999999999999995
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",81,7.3999999999999995
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,66,4.5
I have lost 10 kilos as of today!,26,3.8
Gud ni8 dear..slp well..take care..swt dreams..Muah..,48,20.8
Why i come in between you people,26,0.0
Ok going to sleep. Hope i can meet her.,31,6.5
You getting back any time soon?,26,3.8
I can't make it tonight,19,5.3
Ugh. Gotta drive back to sd from la. My butt is sore.,42,7.1
Gud mrng dear hav a nice day,22,0.0
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,128,4.7
Well if I'm that desperate I'll just call armand again,45,4.3999999999999995
"Thanks, I'll keep that in mind",25,8.0
Carlos says he'll be at mu in  &lt;#&gt;  minutes,39,15.4
Aight do you still want to get money,29,0.0
Gud ni8 dear..slp well..take care..swt dreams..Muah..,48,20.8
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,112,6.2
Yeah whatever lol,15,0.0
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",154,5.2
Hi:)did you asked to waheeda fathima about leave?,42,7.1
Hi' Test on  &lt;#&gt; rd ....,24,41.699999999999996
Ok both our days. So what are you making for dinner tonite? Am I invited?,59,5.1
Kinda. First one gets in at twelve! Aah. Speak tomo,42,7.1
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,127,7.9
The evo. I just had to download flash. Jealous?,39,7.7
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,117,7.7
What time you think you'll have it? Need to know when I should be near campus,62,3.2
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",129,4.7
"Sorry, I'll call later In meeting.",29,10.299999999999999
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,61,1.6
PS U no ur a grown up now right?,24,4.2
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,117,2.6
Ranjith cal drpd Deeraj and deepak 5min hold,37,0.0
Daddy will take good care of you :),28,7.1
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,136,7.3999999999999995
So how are you really. What are you up to. How's the masters. And so on.,57,8.799999999999999
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",72,4.2
K:)i will give my kvb acc details:),29,13.8
If you r @ home then come down within 5 min,33,3.0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,131,5.3
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",124,5.6000000000000005
"Well, I meant as opposed to my drunken night of before",44,2.3
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,129,2.3
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,102,1.0
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,57,10.5
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),95,5.3
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",86,14.000000000000002
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,111,4.5
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,63,7.9
I dun believe u. I thk u told him.,26,7.7
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,63,14.299999999999999
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",132,6.800000000000001
Oooh I got plenty of those!,22,4.5
What happen dear tell me,20,0.0
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,121,5.800000000000001
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,110,3.5999999999999996
I ask if u meeting da ge tmr nite...,28,10.7
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,119,1.7000000000000002
That's y we haf to combine n c how lor...,32,12.5
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,58,17.2
My sister got placed in birla soft da:-),33,9.1
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,112,12.5
No message..no responce..what happend?,35,14.299999999999999
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,41,7.3
I not busy juz dun wan 2 go so early.. Hee.. ,34,11.799999999999999
"I am real, baby! I want to bring out your inner tigress...",47,10.6
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),69,15.9
K:)eng rocking in ashes:),22,18.2
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",98,13.3
Is ur paper in e morn or aft tmr?,25,4.0
"Sorry, I'll call later",19,10.5
Staff of placement training in Amrita college.,40,2.5
Enjoy ur life. . Good night,22,9.1
Geeeee ... I love you so much I can barely stand it,40,7.5
WHITE FUDGE OREOS ARE IN STORES,26,0.0
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,71,15.5
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",86,4.7
Prabha..i'm soryda..realy..frm heart i'm sory,41,19.5
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,111,4.5
I want  &lt;#&gt;  rs da:)do you have it?,32,25.0
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,74,9.5
